gene,gene_id,uniprot,protein_class,molec_function,conc_thpa_ugl,conc_inter_bgs_average_ugl,conc_inter_geyer_ppd_ugl,top15bgs_thpa,top15bgs_thpa_log,mars14,sepromix20,,
CCHC-type zinc finger nucleic acid binding protein,ENSG00000169714,P62633,"Cancer-related genes, Disease related genes, Plasma proteins, Predicted intracellular proteins","DNA-binding, Repressor",0.043,,,0.043,-1.366531544,0,0,,
Integrin subunit beta 7,ENSG00000139626,P26010,"Cancer-related genes, FDA approved drug targets, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins","Host cell receptor for virus entry, Integrin, Receptor",0.042,,,0.042,-1.37675071,0,0,,
Serpin family B member 10,ENSG00000242550,P48595,"Plasma proteins, Predicted intracellular proteins","Protease inhibitor, Serine protease inhibitor",0.042,,,0.042,-1.37675071,0,0,,
UDP-glucose 6-dehydrogenase,ENSG00000109814,O60701,"Enzymes, Plasma proteins, Predicted intracellular proteins","Allosteric enzyme, Oxidoreductase",0.042,,,0.042,-1.37675071,0,0,,
"Furin, paired basic amino acid cleaving enzyme",ENSG00000140564,P09958,"Enzymes, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins","Hydrolase, Protease, Serine protease",0.041,,,0.041,-1.387216143,0,0,,
Pappalysin 1,ENSG00000182752,Q13219,"Cancer-related genes, Candidate cardiovascular disease genes, Enzymes, Plasma proteins, Predicted secreted proteins","Hydrolase, Metalloprotease, Protease",0.041,,,0.041,-1.387216143,0,0,,
Aldehyde dehydrogenase 4 family member A1,ENSG00000159423,P30038,"Disease related genes, Enzymes, Plasma proteins, Potential drug targets, Predicted intracellular proteins",Oxidoreductase,0.04,,,0.04,-1.397940009,0,0,,
Chromobox 3,ENSG00000122565,Q13185,"Plasma proteins, Predicted intracellular proteins","Chromatin regulator, Repressor",0.04,,,0.04,-1.397940009,0,0,,
Coatomer protein complex subunit gamma 2,ENSG00000158623,Q9UBF2,"Plasma proteins, Predicted intracellular proteins",,0.04,,,0.04,-1.397940009,0,0,,
Dyskerin pseudouridine synthase 1,ENSG00000130826,O60832,"Disease related genes, Plasma proteins, Predicted intracellular proteins","Isomerase, Ribonucleoprotein, RNA-binding",0.04,,,0.04,-1.397940009,0,0,,
"GCN1, eIF2 alpha kinase activator homolog",ENSG00000089154,Q92616,"Plasma proteins, Predicted intracellular proteins",Activator,0.04,,,0.04,-1.397940009,0,0,,
PDGFA associated protein 1,ENSG00000106244,Q13442,"Cancer-related genes, Plasma proteins, Predicted intracellular proteins",,0.04,,,0.04,-1.397940009,0,0,,
Transformer 2 beta homolog,ENSG00000136527,P62995,"Plasma proteins, Predicted intracellular proteins","Activator, Repressor, RNA-binding",0.04,,,0.04,-1.397940009,0,0,,
Poly(ADP-ribose) polymerase 1,ENSG00000143799,P09874,"Cancer-related genes, Enzymes, FDA approved drug targets, Plasma proteins, Predicted intracellular proteins","DNA-binding, Glycosyltransferase, Transferase",0.039,,,0.039,-1.408935393,0,0,,
Flap structure-specific endonuclease 1,ENSG00000168496,P39748,"Cancer-related genes, Plasma proteins, Predicted intracellular proteins","Endonuclease, Exonuclease, Hydrolase, Nuclease",0.038,,,0.038,-1.420216403,0,0,,
Guanidinoacetate N-methyltransferase,ENSG00000130005,Q14353,"Disease related genes, Enzymes, FDA approved drug targets, Plasma proteins, Predicted intracellular proteins","Methyltransferase, Transferase",0.038,,,0.038,-1.420216403,0,0,,
Karyopherin subunit alpha 2,ENSG00000182481,P52292,"Plasma proteins, Predicted intracellular proteins, Transporters",,0.038,,,0.038,-1.420216403,0,0,,
"Inositol 1,4,5-trisphosphate receptor type 1",ENSG00000150995,Q14643,"Disease related genes, Plasma proteins, Potential drug targets, Predicted membrane proteins, Transporters","Calcium channel, Ion channel, Ligand-gated ion channel, Receptor",0.037,,,0.037,-1.431798276,0,0,,
Insulin like growth factor 1 receptor,ENSG00000140443,P08069,"Cancer-related genes, CD markers, Disease related genes, Enzymes, FDA approved drug targets, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins, RAS pathway related proteins","Kinase, Receptor, Transferase, Tyrosine-protein kinase",0.036,,,0.036,-1.443697499,0,0,,
Ribosomal protein S16,ENSG00000105193,P62249,"Plasma proteins, Predicted intracellular proteins, Ribosomal proteins","Ribonucleoprotein, Ribosomal protein",0.036,,,0.036,-1.443697499,0,0,,
Proenkephalin,ENSG00000181195,P01210,"Plasma proteins, Predicted secreted proteins, Transporters","Endorphin, Neuropeptide, Opioid peptide",0.035,,,0.035,-1.455931956,0,0,,
Golgin B1,ENSG00000173230,Q14789,"Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins",,0.035,,,0.035,-1.455931956,0,0,,
Hippocalcin like 1,ENSG00000115756,P37235,"Plasma proteins, Predicted intracellular proteins",,0.035,,,0.035,-1.455931956,0,0,,
Protein phosphatase 3 catalytic subunit alpha,ENSG00000138814,Q08209,"Disease related genes, Enzymes, Plasma proteins, Potential drug targets, Predicted intracellular proteins","Calmodulin-binding, Hydrolase, Protein phosphatase",0.035,,,0.035,-1.455931956,0,0,,
Tripartite motif containing 25,ENSG00000121060,Q14258,"Cancer-related genes, Enzymes, Plasma proteins, Predicted intracellular proteins","Ligase, Transferase",0.035,,,0.035,-1.455931956,0,0,,
Toll interacting protein,ENSG00000078902,Q9H0E2,"Plasma proteins, Predicted intracellular proteins",,0.034,,,0.034,-1.468521083,0,0,,
Vacuolar protein sorting 4 homolog B,ENSG00000119541,O75351,"Enzymes, Plasma proteins, Predicted intracellular proteins",Hydrolase,0.034,,,0.034,-1.468521083,0,0,,
Asporin,ENSG00000106819,Q9BXN1,"Disease related genes, Plasma proteins, Predicted secreted proteins",,0.033,,,0.033,-1.48148606,0,0,,
Cold inducible RNA binding protein,ENSG00000099622,Q14011,"Plasma proteins, Predicted intracellular proteins","Activator, Repressor, RNA-binding",0.033,,,0.033,-1.48148606,0,0,,
"Protein kinase, cGMP-dependent, type I",ENSG00000185532,Q13976,"Disease related genes, Enzymes, Plasma proteins, Potential drug targets, Predicted intracellular proteins","Allosteric enzyme, Kinase, Serine/threonine-protein kinase, Transferase",0.033,,,0.033,-1.48148606,0,0,,
Protein tyrosine kinase 2,ENSG00000169398,Q05397,"Cancer-related genes, Disease related genes, Enzymes, Plasma proteins, Potential drug targets, Predicted intracellular proteins","Developmental protein, Kinase, Transferase, Tyrosine-protein kinase",0.032,,,0.032,-1.494850022,0,0,,
Angiopoietin 2,ENSG00000091879,O15123,"Cancer-related genes, Plasma proteins, Predicted secreted proteins, RAS pathway related proteins",Developmental protein,0.031,,,0.031,-1.508638306,0,0,,
Programmed cell death 5,ENSG00000105185,O14737,"Plasma proteins, Predicted intracellular proteins",,0.031,,,0.031,-1.508638306,0,0,,
DEAH-box helicase 15,ENSG00000109606,O43143,"Enzymes, Plasma proteins, Predicted intracellular proteins","Helicase, Hydrolase",0.03,,,0.03,-1.522878745,0,0,,
Mevalonate diphosphate decarboxylase,ENSG00000167508,P53602,"Disease related genes, Enzymes, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins",Lyase,0.03,,,0.03,-1.522878745,0,0,,
Small nuclear ribonucleoprotein U1 subunit 70,ENSG00000104852,P08621,"Plasma proteins, Predicted intracellular proteins","Ribonucleoprotein, RNA-binding",0.03,,,0.03,-1.522878745,0,0,,
Vav guanine nucleotide exchange factor 1,ENSG00000141968,P15498,"Plasma proteins, Predicted intracellular proteins",Guanine-nucleotide releasing factor,0.03,,,0.03,-1.522878745,0,0,,
TNF superfamily member 13,ENSG00000161955,O75888,"Cancer-related genes, CD markers, Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins",Cytokine,0.029,,,0.029,-1.537602002,0,0,,
Caveolae associated protein 1,ENSG00000177469,Q6NZI2,"Disease related genes, Plasma proteins, Predicted intracellular proteins","RNA-binding, rRNA-binding",0.029,,,0.029,-1.537602002,0,0,,
Glutamyl-prolyl-tRNA synthetase,ENSG00000136628,P07814,"Enzymes, Plasma proteins, Predicted intracellular proteins","Aminoacyl-tRNA synthetase, Ligase, Multifunctional enzyme, RNA-binding",0.029,,,0.029,-1.537602002,0,0,,
Minichromosome maintenance complex component 3,ENSG00000112118,P25205,"Cancer-related genes, Enzymes, Plasma proteins, Predicted intracellular proteins","DNA-binding, Helicase, Hydrolase",0.029,,,0.029,-1.537602002,0,0,,
MFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase,ENSG00000100060,O00587,"Enzymes, Plasma proteins, Predicted intracellular proteins","Developmental protein, Glycosyltransferase, Transferase",0.028,,,0.028,-1.552841969,0,0,,
Activator of HSP90 ATPase activity 1,ENSG00000100591,O95433,"Plasma proteins, Predicted intracellular proteins",Chaperone,0.028,,,0.028,-1.552841969,0,0,,
CD27 molecule,ENSG00000139193,P26842,"Cancer-related genes, CD markers, Disease related genes, Plasma proteins, Predicted membrane proteins",Receptor,0.028,,,0.028,-1.552841969,0,0,,
Glutamate-ammonia ligase,ENSG00000135821,P15104,"Disease related genes, Enzymes, Plasma proteins, Potential drug targets, Predicted intracellular proteins","Ligase, Transferase",0.028,,,0.028,-1.552841969,0,0,,
Ribosomal protein L17,ENSG00000265681,P18621,"Plasma proteins, Predicted intracellular proteins, Ribosomal proteins","Ribonucleoprotein, Ribosomal protein",0.028,,,0.028,-1.552841969,0,0,,
TROVE domain family member 2,ENSG00000116747,P10155,"Plasma proteins, Predicted intracellular proteins","Ribonucleoprotein, RNA-binding",0.028,,,0.028,-1.552841969,0,0,,
NADH:ubiquinone oxidoreductase subunit S6,ENSG00000145494,O75380,"Disease related genes, Plasma proteins, Predicted intracellular proteins",,0.027,,,0.027,-1.568636236,0,0,,
"RB binding protein 4, chromatin remodeling factor",ENSG00000162521,Q09028,"Cancer-related genes, Plasma proteins, Predicted intracellular proteins","Chromatin regulator, Repressor",0.027,,,0.027,-1.568636236,0,0,,
"Carbamoyl-phosphate synthetase 2, aspartate transcarbamylase, and dihydroorotase",ENSG00000084774,P27708,"Cancer-related genes, Disease related genes, Enzymes, Plasma proteins, Potential drug targets, Predicted intracellular proteins","Allosteric enzyme, Hydrolase, Ligase, Multifunctional enzyme, Transferase",0.026,,,0.026,-1.585026652,0,0,,
Importin 7,ENSG00000205339,O95373,"Cancer-related genes, Plasma proteins, Predicted intracellular proteins, Transporters",,0.026,,,0.026,-1.585026652,0,0,,
"LSM2 homolog, U6 small nuclear RNA and mRNA degradation associated",ENSG00000204392,Q9Y333,"Plasma proteins, Predicted intracellular proteins","Ribonucleoprotein, RNA-binding",0.026,,,0.026,-1.585026652,0,0,,
Small nuclear ribonucleoprotein polypeptide F,ENSG00000139343,P62306,"Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins","Ribonucleoprotein, RNA-binding",0.026,,,0.026,-1.585026652,0,0,,
DCC netrin 1 receptor,ENSG00000187323,P43146,"Cancer-related genes, Disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins","Developmental protein, Receptor",0.025,,,0.025,-1.602059991,0,0,,
Epidermal growth factor,ENSG00000138798,P01133,"Cancer-related genes, Disease related genes, FDA approved drug targets, Plasma proteins, Predicted membrane proteins, RAS pathway related proteins",Growth factor,0.025,,,0.025,-1.602059991,0,0,,
Eukaryotic translation initiation factor 4 gamma 2,ENSG00000110321,P78344,"Plasma proteins, Predicted intracellular proteins","Initiation factor, Repressor",0.025,,,0.025,-1.602059991,0,0,,
Macrophage scavenger receptor 1,ENSG00000038945,P21757,"Cancer-related genes, CD markers, Disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins",Receptor,0.025,,,0.025,-1.602059991,0,0,,
Eukaryotic translation termination factor 1,ENSG00000120705,P62495,"Plasma proteins, Predicted intracellular proteins",,0.024,,,0.024,-1.619788758,0,0,,
Ribosomal protein L9,ENSG00000163682,P32969,"Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins, Ribosomal proteins","Ribonucleoprotein, Ribosomal protein",0.024,,,0.024,-1.619788758,0,0,,
Serine/threonine kinase 10,ENSG00000072786,O94804,"Disease related genes, Enzymes, Plasma proteins, Potential drug targets, Predicted intracellular proteins","Kinase, Serine/threonine-protein kinase, Transferase",0.024,,,0.024,-1.619788758,0,0,,
X-ray repair cross complementing 6,ENSG00000196419,P12956,"Cancer-related genes, Plasma proteins, Predicted intracellular proteins","Activator, DNA-binding, Helicase, Hydrolase, Lyase, Multifunctional enzyme",0.024,,,0.024,-1.619788758,0,0,,
Aldehyde dehydrogenase 18 family member A1,ENSG00000059573,P54886,"Disease related genes, Enzymes, Plasma proteins, Potential drug targets, Predicted intracellular proteins","Kinase, Multifunctional enzyme, Oxidoreductase, Transferase",0.023,,,0.023,-1.638272164,0,0,,
Phosphodiesterase 3A,ENSG00000172572,Q14432,"Disease related genes, Enzymes, FDA approved drug targets, Plasma proteins, Predicted membrane proteins",Hydrolase,0.023,,,0.023,-1.638272164,0,0,,
Small nuclear ribonucleoprotein polypeptide A,ENSG00000077312,P09012,"Plasma proteins, Predicted intracellular proteins","Ribonucleoprotein, RNA-binding",0.023,,,0.023,-1.638272164,0,0,,
Valyl-tRNA synthetase,ENSG00000204394,P26640,"Enzymes, Plasma proteins, Predicted intracellular proteins","Aminoacyl-tRNA synthetase, Ligase",0.023,,,0.023,-1.638272164,0,0,,
Cell growth regulator with EF-hand domain 1,ENSG00000138028,Q99674,"Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins",,0.022,,,0.022,-1.657577319,0,0,,
Acyl-CoA synthetase long chain family member 5,ENSG00000197142,Q9ULC5,"Enzymes, Plasma proteins, Predicted membrane proteins",Ligase,0.022,,,0.022,-1.657577319,0,0,,
Eukaryotic translation initiation factor 3 subunit B,ENSG00000106263,P55884,"Plasma proteins, Predicted intracellular proteins","Initiation factor, RNA-binding",0.022,,,0.022,-1.657577319,0,0,,
Endosulfine alpha,ENSG00000143420,O43768,"Plasma proteins, Predicted intracellular proteins",Protein phosphatase inhibitor,0.022,,,0.022,-1.657577319,0,0,,
Methionyl aminopeptidase 2,ENSG00000111142,P50579,"Enzymes, FDA approved drug targets, Plasma proteins, Predicted intracellular proteins","Aminopeptidase, Hydrolase, Protease",0.022,,,0.022,-1.657577319,0,0,,
Pyruvate dehydrogenase kinase 1,ENSG00000152256,Q15118,"Enzymes, FDA approved drug targets, Plasma proteins, Predicted intracellular proteins","Kinase, Transferase",0.022,,,0.022,-1.657577319,0,0,,
Ribosomal protein L31,ENSG00000071082,P62899,"Plasma proteins, Predicted intracellular proteins, Ribosomal proteins","Ribonucleoprotein, Ribosomal protein",0.022,,,0.022,-1.657577319,0,0,,
"SEC31 homolog A, COPII coat complex component",ENSG00000138674,O94979,"Disease related genes, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Transporters",,0.022,,,0.022,-1.657577319,0,0,,
Signal transducer and activator of transcription 1,ENSG00000115415,P42224,"Disease related genes, Plasma proteins, Predicted intracellular proteins, Transcription factors","Activator, DNA-binding",0.022,,,0.022,-1.657577319,0,0,,
Thyroid hormone receptor associated protein 3,ENSG00000054118,Q9Y2W1,"Plasma proteins, Predicted intracellular proteins","Activator, Receptor",0.022,,,0.022,-1.657577319,0,0,,
Vesicle trafficking 1,ENSG00000009844,Q9NP79,"Plasma proteins, Predicted intracellular proteins",,0.022,,,0.022,-1.657577319,0,0,,
Calcium/calmodulin dependent protein kinase II alpha,ENSG00000070808,Q9UQM7,"Enzymes, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins","Calmodulin-binding, Kinase, Serine/threonine-protein kinase, Transferase",0.021,,,0.021,-1.677780705,0,0,,
Phospholipase C gamma 2,ENSG00000197943,P16885,"Cancer-related genes, Disease related genes, Enzymes, Plasma proteins, Potential drug targets, Predicted intracellular proteins, RAS pathway related proteins","Hydrolase, Transducer",0.021,,,0.021,-1.677780705,0,0,,
"Protein tyrosine phosphatase, receptor type A",ENSG00000132670,P18433,"Enzymes, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins","Hydrolase, Protein phosphatase",0.021,,,0.021,-1.677780705,0,0,,
Glutaminyl-tRNA synthetase,ENSG00000172053,P47897,"Disease related genes, Enzymes, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins","Aminoacyl-tRNA synthetase, Ligase",0.021,,,0.021,-1.677780705,0,0,,
ATPase phospholipid transporting 8A1,ENSG00000124406,Q9Y2Q0,"Enzymes, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins, Transporters",Translocase,0.02,,,0.02,-1.698970004,0,0,,
Heterogeneous nuclear ribonucleoprotein U like 1,ENSG00000105323,Q9BUJ2,"Plasma proteins, Predicted intracellular proteins","Activator, Repressor, Ribonucleoprotein, RNA-binding",0.02,,,0.02,-1.698970004,0,0,,
Inosine monophosphate dehydrogenase 2,ENSG00000178035,P12268,"Enzymes, FDA approved drug targets, Plasma proteins, Predicted intracellular proteins","DNA-binding, Oxidoreductase, RNA-binding",0.019,,,0.019,-1.721246399,0,0,,
Ribosomal protein L24,ENSG00000114391,P83731,"Plasma proteins, Predicted intracellular proteins, Ribosomal proteins","Ribonucleoprotein, Ribosomal protein",0.019,,,0.019,-1.721246399,0,0,,
Splicing factor 3a subunit 1,ENSG00000099995,Q15459,"Plasma proteins, Predicted intracellular proteins",,0.019,,,0.019,-1.721246399,0,0,,
UDP-N-acetylglucosamine pyrophosphorylase 1,ENSG00000117143,Q16222,"Enzymes, Plasma proteins, Predicted intracellular proteins","Nucleotidyltransferase, Transferase",0.019,,,0.019,-1.721246399,0,0,,
"VPS26, retromer complex component A",ENSG00000122958,O75436,"Plasma proteins, Predicted intracellular proteins",,0.019,,,0.019,-1.721246399,0,0,,
