uniprot,proteinName,mars14,QuantMethod,abundance,Rank,ppm
Q15782,Chitinase-3-like protein 2,0,nativeReconstituted,28744.57421875,2259,0.0663060212711372
O75116,Rho-associated protein kinase 2,0,nativeReconstituted,28685.951171875,2260,0.0661707936290962
Q9UNH7,Sorting nexin-6,0,nativeReconstituted,28681.443359375,2261,0.0661603953149923
P51668,Ubiquitin-conjugating enzyme E2 D1,0,nativeReconstituted,28618.9072265625,2262,0.0660161412334768
Q01970,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-3",0,nativeReconstituted,28618.208984375,2263,0.0660145305760712
Q96LJ7,Dehydrogenase/reductase SDR family member 1,0,nativeReconstituted,28580.171875,2264,0.0659267891691497
Q15208,Serine/threonine-protein kinase 38,0,nativeReconstituted,28566.21875,2265,0.0658946030530497
Q6PCB0,von Willebrand factor A domain-containing protein 1,0,nativeReconstituted,28561.76171875,2266,0.0658843218776662
Q9GZN8,UPF0687 protein C20orf27,0,nativeReconstituted,28432.716796875,2267,0.0655866498624309
P61081,NEDD8-conjugating enzyme Ubc12,0,nativeReconstituted,28387.97265625,2268,0.0654834371337447
Q6P3W7,SCY1-like protein 2,0,nativeReconstituted,28325.8686523438,2269,0.0653401798576865
Q9UMX5,Neudesin,0,nativeReconstituted,28315.5,2270,0.06531626215838
O14964,Hepatocyte growth factor-regulated tyrosine kinase substrate,0,nativeReconstituted,28189.5625,2271,0.0650257581317666
P12956,X-ray repair cross-complementing protein 6,0,nativeReconstituted,28136.17578125,2272,0.0649026092939339
P26599,Polypyrimidine tract-binding protein 1,0,nativeReconstituted,28101.462890625,2273,0.0648225359678639
Q6NVY1,"3-hydroxyisobutyryl-CoA hydrolase, mitochondrial",0,nativeReconstituted,28066.89453125,2274,0.0647427960366134
P0DMM9,Sulfotransferase 1A3,0,nativeReconstituted,28060.818359375,2275,0.064728779938183
Q9BUH6,Protein PAXX,0,nativeReconstituted,27954.6484375,2276,0.0644838744111563
P00403,Cytochrome c oxidase subunit 2,0,nativeReconstituted,27902.1181640625,2277,0.0643627011628967
P04430,Immunoglobulin kappa variable 1-16,0,nativeReconstituted,27864.931640625,2278,0.0642769218295421
Q9UKE5,TRAF2 and NCK-interacting protein kinase,0,nativeReconstituted,27864.10546875,2279,0.0642750160726678
P49748,"Very long-chain specific acyl-CoA dehydrogenase, mitochondrial",0,nativeReconstituted,27863.25390625,2280,0.0642730517464332
Q8IWY4,,0,nativeReconstituted,27787.013671875,2281,0.0640971859790813
P15531,Nucleoside diphosphate kinase A,0,nativeReconstituted,27758.7734375,2282,0.0640320433345279
Q96HD1,Protein disulfide isomerase CRELD1,0,nativeReconstituted,27744.4453125,2283,0.0639989921940311
A8K7I4,Calcium-activated chloride channel regulator 1,0,nativeReconstituted,27629.599609375,2284,0.0637340739671562
Q8NCH0,Carbohydrate sulfotransferase 14,0,nativeReconstituted,27606.779296875,2285,0.0636814336283387
P47914,60S ribosomal protein L29,0,nativeReconstituted,27602.26953125,2286,0.0636710308088993
Q9HA64,Ketosamine-3-kinase,0,nativeReconstituted,27566.283203125,2287,0.0635880200041482
Q02742,"Beta-1,3-galactosyl-O-glycosyl-glycoprotein beta-1,6-N-acetylglucosaminyltransferase",0,nativeReconstituted,27500.443359375,2288,0.063436145147803
Q6IB77,Glycine N-acyltransferase,0,nativeReconstituted,27469.37109375,2289,0.0633644697669192
O75396,Vesicle-trafficking protein SEC22b,0,nativeReconstituted,27458.4921875,2290,0.0633393750487393
Q8TDZ2,[F-actin]-monooxygenase MICAL1,0,nativeReconstituted,27417.015625,2291,0.0632436997461779
Q4G0F5,Vacuolar protein sorting-associated protein 26B,0,nativeReconstituted,27307.66015625,2292,0.0629914460171133
Q14210,Lymphocyte antigen 6D,0,nativeReconstituted,27221.01171875,2293,0.062791571317413
Q9BXS5,AP-1 complex subunit mu-1,0,nativeReconstituted,27206.744140625,2294,0.0627586598423136
P30566,Adenylosuccinate lyase,0,nativeReconstituted,27192.197265625,2295,0.0627251041042519
O14841,5-oxoprolinase,0,nativeReconstituted,27183.4921875,2296,0.0627050238243727
P53582,Methionine aminopeptidase 1,0,nativeReconstituted,27088.705078125,2297,0.0624863753920592
P31942,Heterogeneous nuclear ribonucleoprotein H3,0,nativeReconstituted,27082.826171875,2298,0.0624728143325042
P22223,Cadherin-3,0,nativeReconstituted,27080.544921875,2299,0.0624675521007566
Q9BRP8,Partner of Y14 and mago,0,nativeReconstituted,27066.11328125,2300,0.0624342621774835
Q8TDL5,BPI fold-containing family B member 1,0,nativeReconstituted,27063.45703125,2301,0.0624281349213391
P01704,Immunoglobulin lambda variable 2-14,0,nativeReconstituted,27062.826171875,2302,0.0624266796980048
Q9NUI1,"Peroxisomal 2,4-dienoyl-CoA reductase [(3E)-enoyl-CoA-producing]",0,nativeReconstituted,27015.552734375,2303,0.0623176325599752
P61247,40S ribosomal protein S3a,0,nativeReconstituted,27005.53125,2304,0.062294515684036
A0A0B4J1V1,Immunoglobulin heavy variable 3-21,0,nativeReconstituted,26940.025390625,2305,0.0621434112400443
P78310,Coxsackievirus and adenovirus receptor,0,nativeReconstituted,26939.216796875,2306,0.0621415460311886
O75436,Vacuolar protein sorting-associated protein 26A,0,nativeReconstituted,26856.44140625,2307,0.0619506054115871
P07902,Galactose-1-phosphate uridylyltransferase,0,nativeReconstituted,26796.416015625,2308,0.0618121429387288
P0CG29,Glutathione S-transferase theta-2,0,nativeReconstituted,26789.40625,2309,0.061795973289977
P52788,Spermine synthase,0,nativeReconstituted,26749.70703125,2310,0.0617043978426298
Q8WW12,PEST proteolytic signal-containing nuclear protein,0,nativeReconstituted,26641.59375,2311,0.0614550095068799
Q9H0P0,Cytosolic 5'-nucleotidase 3A,0,nativeReconstituted,26615.298828125,2312,0.0613943541763852
P36639,Oxidized purine nucleoside triphosphate hydrolase,0,nativeReconstituted,26600.8671875,2313,0.0613610642531122
Q9NQ30,Endothelial cell-specific molecule 1,0,nativeReconstituted,26542.861328125,2314,0.0612272602970577
Q9UNM6,26S proteasome non-ATPase regulatory subunit 13,0,nativeReconstituted,26426.115234375,2315,0.0609579583788383
P15586,N-acetylglucosamine-6-sulfatase,0,nativeReconstituted,26370.3154296875,2316,0.0608292431991185
Q9Y237,Peptidyl-prolyl cis-trans isomerase NIMA-interacting 4,0,nativeReconstituted,26339.615234375,2317,0.0607584260846284
Q14376,UDP-glucose 4-epimerase,0,nativeReconstituted,26288.40234375,2318,0.0606402916850963
Q8TBF2,Prostamide/prostaglandin F synthase,0,nativeReconstituted,26262.78125,2319,0.0605811906953148
P32189,Glycerol kinase,0,nativeReconstituted,26182.87109375,2320,0.0603968594027456
P06870,,0,nativeReconstituted,26167.537109375,2321,0.0603614880145176
Q16774,Guanylate kinase,0,nativeReconstituted,26091.078125,2322,0.0601851176496009
P06280,Alpha-galactosidase A,0,nativeReconstituted,26051.5703125,2323,0.060093983725123
P26373,60S ribosomal protein L13,0,nativeReconstituted,26045.0859375,2324,0.0600790260115939
P35998,26S proteasome regulatory subunit 7,0,nativeReconstituted,25963.240234375,2325,0.059890229931643
Q6P9A2,Polypeptide N-acetylgalactosaminyltransferase 18,0,nativeReconstituted,25924.134765625,2326,0.0598000241062575
Q93033,Immunoglobulin superfamily member 2,0,nativeReconstituted,25860.099609375,2327,0.0596523121798223
Q9HCK4,Roundabout homolog 2,0,nativeReconstituted,25726.185546875,2328,0.0593434083634339
P42081,T-lymphocyte activation antigen CD86,0,nativeReconstituted,25703.1318359375,2329,0.0592902296370361
Q13043,Serine/threonine-protein kinase 4,0,nativeReconstituted,25687.828125,2330,0.0592549280815068
Q6FI81,Anamorsin,0,nativeReconstituted,25648.2021484375,2331,0.0591635215842372
O00585,C-C motif chemokine 21,0,nativeReconstituted,25635.201171875,2332,0.0591335318191449
Q96GD0,Chronophin,0,nativeReconstituted,25632.8720703125,2333,0.05912815920668
Q9GZM7,Tubulointerstitial nephritis antigen-like,0,nativeReconstituted,25618.978515625,2334,0.0590961105033097
Q9Y2Q3,Glutathione S-transferase kappa 1,0,nativeReconstituted,25573.4267578125,2335,0.0589910348184355
P51580,Thiopurine S-methyltransferase,0,nativeReconstituted,25565.78515625,2336,0.0589734076936817
Q9Y315,Deoxyribose-phosphate aldolase,0,nativeReconstituted,25549.265625,2337,0.0589353015668657
Q9H3N1,Thioredoxin-related transmembrane protein 1,0,nativeReconstituted,25507.81640625,2338,0.0588396893389999
Q9Y5E4,Protocadherin beta-5,0,nativeReconstituted,25491.9296875,2339,0.0588030429408536
Q9H0W9,Ester hydrolase C11orf54,0,nativeReconstituted,25353.951171875,2340,0.0584847635214972
P35221,Catenin alpha-1,0,nativeReconstituted,25347.4453125,2341,0.0584697562492787
Q16512,Serine/threonine-protein kinase N1,0,nativeReconstituted,25309.20703125,2342,0.058381550792811
P55010,Eukaryotic translation initiation factor 5,0,nativeReconstituted,25297.310546875,2343,0.0583541087948875
P39687,Acidic leucine-rich nuclear phosphoprotein 32 family member A,0,nativeReconstituted,25263.33203125,2344,0.058275729474928
O00244,Copper transport protein ATOX1,0,nativeReconstituted,25224.451171875,2345,0.0581860417631136
Q99574,Neuroserpin,0,nativeReconstituted,25216.0625,2346,0.0581666913475692
Q16698,"2,4-dienoyl-CoA reductase [(3E)-enoyl-CoA-producing], mitochondrial",0,nativeReconstituted,25191.98828125,2347,0.0581111585834247
Q13287,N-myc-interactor,0,nativeReconstituted,25117.14453125,2348,0.057938514130884
P04899,Guanine nucleotide-binding protein G(i) subunit alpha-2,0,nativeReconstituted,25106.943359375,2349,0.057914982764088
O95965,Integrin beta-like protein 1,0,nativeReconstituted,25101.416015625,2350,0.0579022326649051
P21802,Fibroblast growth factor receptor 2,0,nativeReconstituted,25067.50390625,2351,0.0578240065263491
P01766,Immunoglobulin heavy variable 3-13,0,nativeReconstituted,25061.08984375,2352,0.0578092110048945
A0A024RBG1,Diphosphoinositol polyphosphate phosphohydrolase NUDT4B,0,nativeReconstituted,24959.7548828125,2353,0.0575754584356514
P09104,Gamma-enolase,0,nativeReconstituted,24935.1015625,2354,0.0575185898395607
P04440,"HLA class II histocompatibility antigen, DP beta 1 chain",0,nativeReconstituted,24878.0986328125,2355,0.0573870993732343
Q99447,Ethanolamine-phosphate cytidylyltransferase,0,nativeReconstituted,24809.470703125,2356,0.0572287931506051
O00154,Cytosolic acyl coenzyme A thioester hydrolase,0,nativeReconstituted,24776.181640625,2357,0.0571520042140419
Q53H82,Endoribonuclease LACTB2,0,nativeReconstituted,24756.1640625,2358,0.0571058290315239
Q13464,Rho-associated protein kinase 1,0,nativeReconstituted,24699.4453125,2359,0.0569749940914983
Q9P2J2,,0,nativeReconstituted,24571.4091796875,2360,0.0566796490819972
P05976,"Myosin light chain 1/3, skeletal muscle isoform",0,nativeReconstituted,24549.701171875,2361,0.0566295745316903
A0A087WSZ0,Immunoglobulin kappa variable 1D-8,0,nativeReconstituted,24539.1357421875,2362,0.0566052029198422
Q9UKX5,Integrin alpha-11,0,nativeReconstituted,24523.498046875,2363,0.0565691309519594
O00499,Myc box-dependent-interacting protein 1,0,nativeReconstituted,24485.8828125,2364,0.0564823626974844
P09958,Furin,0,nativeReconstituted,24481.466796875,2365,0.0564721761341443
Q16832,Discoidin domain-containing receptor 2,0,nativeReconstituted,24458.001953125,2366,0.0564180490346447
P38159,"RNA-binding motif protein, X chromosome",0,nativeReconstituted,24437.13671875,2367,0.056369918536563
Q14195,Dihydropyrimidinase-related protein 3,0,nativeReconstituted,24420.43359375,2368,0.0563313889082193
Q9UHD8,Septin-9,0,nativeReconstituted,24406.4384765625,2369,0.0562991059274082
O60218,Aldo-keto reductase family 1 member B10,0,nativeReconstituted,24208.0625,2370,0.0558415057687997
P0DP01,Immunoglobulin heavy variable 1-8,0,nativeReconstituted,24101.677734375,2371,0.055596104654879
P41159,Leptin,0,nativeReconstituted,24064.25,2372,0.0555097689126025
Q5JSP0,"FYVE, RhoGEF and PH domain-containing protein 3",0,nativeReconstituted,23994.47265625,2373,0.0553488113000902
P51570,Galactokinase,0,nativeReconstituted,23924.626953125,2374,0.055187696000839
Q03252,,0,nativeReconstituted,23916.888671875,2375,0.0551698458619829
O95393,Bone morphogenetic protein 10,0,nativeReconstituted,23875.947265625,2376,0.0550754050213211
Q96F85,CB1 cannabinoid receptor-interacting protein 1,0,nativeReconstituted,23874.2646484375,2377,0.0550715236748737
O94979,Protein transport protein Sec31A,0,nativeReconstituted,23852.146484375,2378,0.0550205030041327
Q00765,Receptor expression-enhancing protein 5,0,nativeReconstituted,23835.453125,2379,0.054981995902466
Q9BSL1,Ubiquitin-associated domain-containing protein 1,0,nativeReconstituted,23789.037109375,2380,0.0548749266066772
P17980,26S proteasome regulatory subunit 6A,0,nativeReconstituted,23774.404296875,2381,0.0548411726338579
P11117,Lysosomal acid phosphatase,0,nativeReconstituted,23735.8017578125,2382,0.054752126932338
P46108,Adapter molecule crk,0,nativeReconstituted,23663.0234375,2383,0.0545842468719832
Q03426,Mevalonate kinase,0,nativeReconstituted,23638.9135742188,2384,0.0545286318854676
Q9Y6N6,Laminin subunit gamma-3,0,nativeReconstituted,23623.109375,2385,0.054492175837742
Q86V88,Magnesium-dependent phosphatase 1,0,nativeReconstituted,23594.080078125,2386,0.0544252130376869
P53041,Serine/threonine-protein phosphatase 5,0,nativeReconstituted,23547.21875,2387,0.0543171165254267
Q9UMD9,Collagen alpha-1(XVII) chain,0,nativeReconstituted,23546.92578125,2388,0.0543164407251167
O75309,Cadherin-16,0,nativeReconstituted,23526.970703125,2389,0.0542704097133315
Q12982,BCL2/adenovirus E1B 19 kDa protein-interacting protein 2,0,nativeReconstituted,23518.740234375,2390,0.0542514242299545
P11277,"Spectrin beta chain, erythrocytic",0,nativeReconstituted,23503.005859375,2391,0.0542151292479694
P11171,Protein 4.1,0,nativeReconstituted,23462.861328125,2392,0.054122526584151
P18510,Interleukin-1 receptor antagonist protein,0,nativeReconstituted,23419.22265625,2393,0.0540218638753014
Q04637,Eukaryotic translation initiation factor 4 gamma 1,0,nativeReconstituted,23372.927734375,2394,0.0539150739103073
O75688,Protein phosphatase 1B,0,nativeReconstituted,23343.732421875,2395,0.0538477281567432
E9PAV3,"Nascent polypeptide-associated complex subunit alpha, muscle-specific form",0,nativeReconstituted,23272.40625,2396,0.0536831978132585
Q9NZU0,Leucine-rich repeat transmembrane protein FLRT3,0,nativeReconstituted,23228.65625,2397,0.0535822783002911
P84085,ADP-ribosylation factor 5,0,nativeReconstituted,23181.740234375,2398,0.0534740556386397
P16401,Histone H1.5,0,nativeReconstituted,23075.55859375,2399,0.0532291230796007
Q9NUY8,TBC1 domain family member 23,0,nativeReconstituted,23056.31640625,2400,0.0531847365152366
P26196,Probable ATP-dependent RNA helicase DDX6,0,nativeReconstituted,23049.1875,2401,0.0531682920410254
Q8N6H7,ADP-ribosylation factor GTPase-activating protein 2,0,nativeReconstituted,23047.6953125,2402,0.0531648499647795
Q9H9Q2,COP9 signalosome complex subunit 7b,0,nativeReconstituted,23020.068359375,2403,0.0531011219955419
Q9UBS4,DnaJ homolog subfamily B member 11,0,nativeReconstituted,22970.369140625,2404,0.052986479230945
Q9Y2J2,Band 4.1-like protein 3,0,nativeReconstituted,22915.376953125,2405,0.0528596270074133
Q9UKM7,"Endoplasmic reticulum mannosyl-oligosaccharide 1,2-alpha-mannosidase",0,nativeReconstituted,22846.802734375,2406,0.0527014446815077
Q6S8J3,POTE ankyrin domain family member E,0,nativeReconstituted,22792.70703125,2407,0.0525766604069247
Q01973,Inactive tyrosine-protein kinase transmembrane receptor ROR1,0,nativeReconstituted,22695.0390625,2408,0.0523513666048957
O00442,RNA 3'-terminal phosphate cyclase,0,nativeReconstituted,22646.8515625,2409,0.0522402109698987
P80303,Nucleobindin-2,0,nativeReconstituted,22628.865234375,2410,0.0521987213361971
P39019,40S ribosomal protein S19,0,nativeReconstituted,22557.4912109375,2411,0.0520340806119951
Q9H0R4,Haloacid dehalogenase-like hydrolase domain-containing protein 2,0,nativeReconstituted,22552.7421875,2412,0.0520231258889691
Q86TI2,Dipeptidyl peptidase 9,0,nativeReconstituted,22512.73046875,2413,0.051930829587958
P49902,Cytosolic purine 5'-nucleotidase,0,nativeReconstituted,22491.93359375,2414,0.0518828567766152
O75832,26S proteasome non-ATPase regulatory subunit 10,0,nativeReconstituted,22460.533203125,2415,0.0518104244993841
Q969P0,Immunoglobulin superfamily member 8,0,nativeReconstituted,22340.595703125,2416,0.0515337608631205
Q9H993,Damage-control phosphatase ARMT1,0,nativeReconstituted,22232.40625,2417,0.05128419681929
P14866,Heterogeneous nuclear ribonucleoprotein L,0,nativeReconstituted,22149.59765625,2418,0.0510931796089867
O75822,Eukaryotic translation initiation factor 3 subunit J,0,nativeReconstituted,22137.27734375,2419,0.0510647599532814
A0A075B6J2,Probable non-functional immunoglobulin lambda variable 2-33,0,nativeReconstituted,22127.96875,2420,0.0510432875247635
Q5JS37,NHL repeat-containing protein 3,0,nativeReconstituted,22043.681640625,2421,0.0508488597755622
O94933,SLIT and NTRK-like protein 3,0,nativeReconstituted,21952.3251953125,2422,0.0506381249648793
Q9UKV3,Apoptotic chromatin condensation inducer in the nucleus,0,nativeReconstituted,21944.474609375,2423,0.0506200157692377
P27338,Amine oxidase [flavin-containing] B,0,nativeReconstituted,21909.556640625,2424,0.0505394693829506
P15260,Interferon gamma receptor 1,0,nativeReconstituted,21864.0307617188,2425,0.0504344533937704
P55957,BH3-interacting domain death agonist,0,nativeReconstituted,21848.3671875,2426,0.0503983217301936
P54922,ADP-ribosylhydrolase ARH1,0,nativeReconstituted,21788.12890625,2427,0.0502593681757766
Q9Y6L6,Solute carrier organic anion transporter family member 1B1,0,nativeReconstituted,21738.927734375,2428,0.0501458742717068
Q96EP5,DAZ-associated protein 1,0,nativeReconstituted,21657.353515625,2429,0.0499577044333766
A0A0A0MS14,Immunoglobulin heavy variable 1-45,0,nativeReconstituted,21648.2700195313,2430,0.0499367512447635
Q15008,26S proteasome non-ATPase regulatory subunit 6,0,nativeReconstituted,21586.83984375,2431,0.0497950483094184
Q05397,Focal adhesion kinase 1,0,nativeReconstituted,21581.22265625,2432,0.0497820909648071
Q86UP2,Kinectin,0,nativeReconstituted,21522.6796875,2433,0.0496470480415175
